NBCC PGV values for building code localities,,,,,,,,,,,,,,,
"mean values, soil class C",,,,,,,,,,,,,,,
,,,Annual probability,,,,,,,,,,,,
-101.05,56.85,PGV,0.0006,0.0009,0.0014,0.0034,0.0065,0.0119,0.0191,0.0219,0.0336,0.0501,186,Lynn Lake,MB
-98.1,49.183,PGV,0.0004,0.0007,0.001,0.0028,0.0057,0.011,0.0181,0.0209,0.0327,0.0491,187,Morden,MB
-99.467,50.233,PGV,0.0005,0.0008,0.0011,0.0031,0.0061,0.0114,0.0187,0.0215,0.0334,0.0498,188,Neepawa,MB
-96.217,50.567,PGV,0.0005,0.0008,0.0012,0.0033,0.0065,0.0122,0.0198,0.0228,0.0349,0.0517,189,Pine Falls,MB
-98.29,50,PGV,0.0005,0.0008,0.0011,0.0031,0.0061,0.0115,0.0188,0.0216,0.0335,0.05,190,Portage la Prairie,MB
-100.233,50.033,PGV,0.0006,0.0011,0.0016,0.0042,0.0085,0.0151,0.0235,0.0265,0.0388,0.0551,191,Rivers,MB
-96.3,49.36,PGV,0.0005,0.0007,0.0011,0.0031,0.0061,0.0116,0.0191,0.0219,0.034,0.0507,192,Sandilands,MB
-96.867,50.15,PGV,0.0005,0.0008,0.0012,0.0032,0.0063,0.0119,0.0193,0.0222,0.0342,0.0508,193,Selkirk,MB
-96.1,56.25,PGV,0.0006,0.0009,0.0013,0.0034,0.0065,0.0119,0.0191,0.0219,0.0338,0.0505,194,Split Lake,MB
-96.683,49.533,PGV,0.0005,0.0008,0.0011,0.0031,0.0061,0.0116,0.019,0.0219,0.0339,0.0505,195,Steinbach,MB
-101.27,52.14,PGV,0.0007,0.0012,0.0017,0.0042,0.0081,0.0142,0.0217,0.0246,0.0363,0.0522,196,Swan River,MB
-101.25,53.87,PGV,0.0007,0.0011,0.0017,0.0039,0.0074,0.013,0.0202,0.023,0.0344,0.0505,197,The Pas,MB
-97.86,55.79,PGV,0.0006,0.0009,0.0013,0.0034,0.0065,0.0119,0.0191,0.0219,0.0338,0.0504,198,Thompson,MB
-100.93,49.86,PGV,0.0006,0.0011,0.0017,0.0045,0.0093,0.0165,0.0256,0.029,0.0422,0.0591,199,Virden,MB
-97.15,49.89,PGV,0.0005,0.0008,0.0012,0.0032,0.0062,0.0117,0.0191,0.022,0.0339,0.0505,200,Winnipeg,MB
-81.55,43.13,PGV,0.0028,0.0041,0.0055,0.0116,0.0199,0.0314,0.0458,0.051,0.0719,0.0988,201,Ailsa Craig,ON
-79.03,43.85,PGV,0.0044,0.0066,0.0092,0.0185,0.0322,0.0525,0.0807,0.0917,0.1393,0.2106,202,Ajax,ON
-74.63,45.32,PGV,0.0134,0.019,0.0253,0.0486,0.0847,0.1415,0.2228,0.2552,0.395,0.5968,203,Alexandria,ON
-79.87,44.15,PGV,0.0037,0.0054,0.0074,0.015,0.0253,0.0393,0.0564,0.0627,0.0862,0.1153,204,Alliston,ON
-76.2,45.23,PGV,0.0097,0.0138,0.018,0.0334,0.0561,0.0903,0.1384,0.1576,0.2412,0.3683,205,Almonte,ON
-89.03,50.3,PGV,0.0007,0.0011,0.0016,0.004,0.008,0.0144,0.0229,0.0262,0.0398,0.0584,206,Armstrong,ON
-76.35,45.43,PGV,0.0099,0.014,0.0183,0.0343,0.058,0.0944,0.1466,0.1676,0.2606,0.4034,207,Arnprior,ON
-91.62,48.75,PGV,0.0004,0.0007,0.0011,0.0033,0.0068,0.0133,0.0223,0.026,0.0416,0.0644,208,Atikokan,ON
-79.47,44,PGV,0.004,0.0059,0.0081,0.0164,0.0278,0.0437,0.0636,0.0708,0.0992,0.1354,209,Aurora,ON
-77.85,45.05,PGV,0.0061,0.0089,0.0119,0.0222,0.0363,0.0558,0.08,0.0886,0.1222,0.164,210,Bancroft,ON
-79.67,44.4,PGV,0.0039,0.0057,0.0078,0.0155,0.026,0.0402,0.0573,0.0636,0.0869,0.1154,211,Barrie,ON
-76.47,44.23,PGV,0.0071,0.0103,0.0133,0.0243,0.0391,0.0595,0.0847,0.0939,0.1301,0.1769,212,Barriefield,ON
-79.15,44.43,PGV,0.0044,0.0064,0.0087,0.017,0.0282,0.0434,0.062,0.0685,0.0936,0.1243,213,Beaverton,ON
-77.383,44.167,PGV,0.0057,0.0083,0.0113,0.0213,0.0352,0.0546,0.0796,0.0888,0.1267,0.1788,214,Belleville,ON
-81.08,42.88,PGV,0.0031,0.0045,0.0061,0.0128,0.0219,0.0348,0.0515,0.0577,0.0829,0.117,215,Belmont,ON
-90,53.83,PGV,0.0007,0.0011,0.0016,0.0038,0.0071,0.0127,0.0201,0.0229,0.0348,0.0514,216,Kitchenuhmaykoosib,ON
-79.88,44.27,PGV,0.0037,0.0054,0.0074,0.015,0.0251,0.0389,0.0557,0.0619,0.0847,0.1128,217,CFB Borden,ON
-79.3,45.03,PGV,0.0044,0.0063,0.0087,0.0171,0.0285,0.0442,0.0634,0.0702,0.0966,0.1289,218,Bracebridge,ON
-79.57,44.12,PGV,0.0039,0.0057,0.0079,0.0159,0.0267,0.0417,0.0601,0.0667,0.0922,0.124,219,Bradford,ON
-79.77,43.68,PGV,0.0038,0.0056,0.0078,0.0162,0.0282,0.0453,0.0678,0.0763,0.1106,0.1571,220,Brampton,ON
-80.27,43.13,PGV,0.0034,0.005,0.0069,0.0147,0.0256,0.0415,0.0626,0.0705,0.1037,0.15,221,Brantford,ON
-77.73,44.03,PGV,0.0052,0.0076,0.0105,0.0202,0.034,0.0535,0.0792,0.0888,0.1292,0.1868,222,Brighton,ON
-75.68,44.59,PGV,0.0092,0.0131,0.0171,0.0315,0.0517,0.0807,0.1179,0.1318,0.1875,0.2611,223,Brockville,ON
-79.4,45.62,PGV,0.0046,0.0068,0.0093,0.0184,0.0311,0.0489,0.0716,0.0799,0.1123,0.1536,224,Burk's Falls,ON
-79.8,43.32,PGV,0.0037,0.0056,0.0079,0.0171,0.0313,0.054,0.0883,0.1025,0.1674,0.267,225,Burlington,ON
-80.32,43.38,PGV,0.0034,0.005,0.0069,0.0145,0.0251,0.0401,0.0597,0.067,0.0968,0.1373,226,Cambridge,ON
-77.8,44.3,PGV,0.0052,0.0077,0.0105,0.02,0.0332,0.0512,0.0737,0.0818,0.1136,0.1542,227,Campbellford,ON
-79.03,44.35,PGV,0.0045,0.0065,0.0089,0.0173,0.0287,0.0443,0.0633,0.07,0.0959,0.1277,228,Cannington,ON
-76.15,45.13,PGV,0.0096,0.0135,0.0177,0.0326,0.0542,0.0862,0.1297,0.1467,0.2186,0.3235,229,Carleton Place,ON
-78.47,44.2,PGV,0.0048,0.0071,0.0098,0.0187,0.0312,0.0481,0.0692,0.0769,0.1064,0.1438,230,Cavan,ON
-81.47,43.28,PGV,0.0029,0.0042,0.0056,0.0117,0.02,0.0314,0.0455,0.0505,0.0708,0.0966,231,Centralia,ON
-83.4,47.83,PGV,0.0018,0.0028,0.0039,0.0081,0.0146,0.0236,0.0347,0.0387,0.0547,0.075,232,Chapleau,ON
-82.18,42.4,PGV,0.0024,0.0037,0.0051,0.0112,0.0197,0.0319,0.0478,0.0538,0.0788,0.1135,233,Chatham,ON
-81.08,44.28,PGV,0.0031,0.0045,0.006,0.0123,0.0207,0.0321,0.0459,0.0507,0.0696,0.0926,234,Chesley,ON
-81.53,43.62,PGV,0.0028,0.0041,0.0055,0.0115,0.0195,0.0305,0.0439,0.0486,0.0673,0.0906,235,Clinton,ON
-78.8,44.65,PGV,0.0048,0.0069,0.0094,0.018,0.0298,0.0457,0.0651,0.072,0.0984,0.1304,236,Coboconk,ON
-78.17,43.97,PGV,0.005,0.0073,0.0101,0.0196,0.0332,0.0526,0.0781,0.0877,0.128,0.1857,237,Cobourg,ON
-81.02,49.07,PGV,0.0028,0.0043,0.006,0.0136,0.0252,0.0438,0.0718,0.0833,0.1354,0.2159,238,Cochrane,ON
-77.88,44,PGV,0.0051,0.0075,0.0104,0.02,0.0336,0.0531,0.0788,0.0885,0.1291,0.1874,239,Colborne,ON
-80.22,44.48,PGV,0.0036,0.0052,0.007,0.0142,0.0239,0.0368,0.0525,0.0582,0.0797,0.1058,240,Collingwood,ON
-74.73,45.03,PGV,0.0128,0.0183,0.0244,0.0476,0.0836,0.1402,0.2208,0.2529,0.3907,0.5904,241,Cornwall,ON
-82.43,42.88,PGV,0.0025,0.0037,0.005,0.0106,0.0182,0.0287,0.042,0.0468,0.0661,0.0913,242,Corunna,ON
-77.5,46.1,PGV,0.009,0.013,0.0172,0.0328,0.0567,0.0943,0.1493,0.1717,0.27,0.4201,243,Deep River,ON
-77.05,44.2,PGV,0.006,0.0087,0.0117,0.022,0.0361,0.0558,0.0808,0.09,0.1272,0.1778,244,Deseronto,ON
-81.07,42.98,PGV,0.0031,0.0044,0.0061,0.0127,0.0218,0.0345,0.0508,0.0569,0.0814,0.1143,245,Dorchester,ON
-88.53,48.78,PGV,0.0006,0.0009,0.0014,0.0036,0.0072,0.0134,0.0215,0.0246,0.0372,0.0542,246,Dorion,ON
-82.18,42.58,PGV,0.0026,0.0039,0.0053,0.0113,0.0195,0.0312,0.0463,0.0519,0.0752,0.1071,247,Dresden,ON
-92.75,49.78,PGV,0.0005,0.0009,0.0013,0.0037,0.0076,0.0144,0.024,0.0277,0.0439,0.067,248,Dryden,ON
-79.62,42.9,PGV,0.0037,0.0055,0.0078,0.0168,0.0303,0.0511,0.0813,0.0933,0.1459,0.2228,249,Dunnville,ON
-80.82,44.17,PGV,0.0032,0.0046,0.0062,0.0128,0.0215,0.0334,0.0477,0.0528,0.0726,0.0967,250,Durham,ON
-81.5,42.67,PGV,0.0029,0.0042,0.0058,0.0123,0.0212,0.0339,0.0503,0.0566,0.082,0.1168,251,Dutton,ON
-79.82,47.72,PGV,0.0044,0.0066,0.0091,0.0182,0.0315,0.051,0.0776,0.0876,0.1298,0.1888,252,Earlton,ON
-93.55,49.8,PGV,0.0005,0.0009,0.0013,0.0036,0.0074,0.0141,0.0234,0.027,0.0429,0.0656,253,Edison,ON
-79.87,44.58,PGV,0.0038,0.0055,0.0075,0.0151,0.0253,0.039,0.0556,0.0618,0.0843,0.1118,254,Elmvale,ON
-80.9,43.15,PGV,0.0032,0.0046,0.0062,0.0129,0.0221,0.035,0.0513,0.0574,0.0815,0.1136,255,Embro,ON
-79.87,47.82,PGV,0.0043,0.0064,0.0088,0.0177,0.0305,0.0493,0.0748,0.0845,0.1251,0.1827,256,Englehart,ON
-81.77,46.25,PGV,0.0029,0.0041,0.0056,0.0117,0.02,0.0315,0.0457,0.0508,0.0711,0.0966,257,Espanola,ON
-81.48,43.35,PGV,0.0029,0.0041,0.0056,0.0117,0.0199,0.0312,0.0451,0.0501,0.07,0.0951,258,Exeter,ON
-78.75,44.53,PGV,0.0048,0.0069,0.0094,0.0181,0.0298,0.0457,0.0652,0.0721,0.0986,0.1307,259,Fenelon Falls,ON
-80.37,43.7,PGV,0.0034,0.005,0.0068,0.0141,0.0239,0.0374,0.0542,0.0606,0.0845,0.1149,260,Fergus,ON
-82,43.1,PGV,0.0026,0.0039,0.0053,0.011,0.0188,0.0297,0.0432,0.0479,0.0674,0.0923,261,Forest,ON
-78.93,42.9,PGV,0.0041,0.0062,0.0089,0.0191,0.0352,0.0617,0.1018,0.118,0.19,0.2954,262,Fort Erie,ON
-79.05,42.88,PGV,0.0041,0.0061,0.0087,0.0188,0.0346,0.0607,0.1,0.116,0.1874,0.292,263,Fort Erie (Ridgeway),ON
-93.39,48.61,PGV,0.0004,0.0007,0.0011,0.0031,0.0064,0.0124,0.0209,0.0244,0.0392,0.0612,264,Fort Frances,ON
-76.17,44.33,PGV,0.0076,0.011,0.0143,0.026,0.0421,0.0642,0.0916,0.1019,0.1415,0.1922,265,Gananoque,ON
-86.95,49.73,PGV,0.0007,0.0011,0.0017,0.004,0.0079,0.0141,0.0221,0.0252,0.0376,0.0543,266,Geraldton,ON
-81.72,42.75,PGV,0.0028,0.0041,0.0056,0.0118,0.0203,0.0324,0.0479,0.0537,0.0775,0.1099,267,Glencoe,ON
-81.72,43.75,PGV,0.0028,0.004,0.0054,0.0112,0.0189,0.0296,0.0425,0.047,0.0649,0.0871,268,Goderich,ON
-82.47,45.92,PGV,0.0025,0.0037,0.005,0.0104,0.0176,0.0274,0.0395,0.044,0.061,0.0825,269,Gore Bay,ON
-90.57,49.25,PGV,0.0006,0.0009,0.0014,0.0038,0.0077,0.0145,0.0239,0.0276,0.0435,0.0664,270,Graham,ON
-79.37,44.92,PGV,0.0043,0.0062,0.0085,0.0167,0.0279,0.0432,0.0618,0.0683,0.0937,0.1247,271,Gravenhurst (Muskoka Airport),ON
-79.57,43.2,PGV,0.0038,0.0058,0.0083,0.0182,0.0338,0.0593,0.0978,0.1136,0.1841,0.2881,272,Grimsby,ON
-80.25,43.55,PGV,0.0035,0.0051,0.007,0.0146,0.0251,0.0397,0.0585,0.0654,0.093,0.1294,273,Guelph,ON
-79.55,44.47,PGV,0.004,0.0058,0.008,0.0158,0.0264,0.0408,0.0583,0.0646,0.0882,0.1171,274,Guthrie,ON
-79.63,47.45,PGV,0.0049,0.0074,0.0104,0.0205,0.0358,0.0589,0.0903,0.1026,0.1524,0.2214,275,Haileybury,ON
-79.93,43.07,PGV,0.0035,0.0053,0.0074,0.0161,0.0288,0.0485,0.0767,0.0879,0.1374,0.2115,276,Haldimand (Caledonia),ON
-80.05,42.97,PGV,0.0035,0.0051,0.0072,0.0152,0.0268,0.0438,0.0664,0.0752,0.1114,0.1617,277,Haldimand (Hagersville),ON
-78.52,45.05,PGV,0.0054,0.0079,0.0107,0.02,0.0329,0.0503,0.0721,0.0798,0.1096,0.1462,278,Haliburton,ON
-79.92,43.65,PGV,0.0037,0.0054,0.0075,0.0157,0.0271,0.0434,0.0644,0.0722,0.104,0.1463,279,Halton Hills (Georgetown),ON
-79.86,43.25,PGV,0.0037,0.0055,0.0078,0.0168,0.0307,0.053,0.0867,0.1007,0.1647,0.264,280,Hamilton,ON
-81.03,44.15,PGV,0.0031,0.0045,0.006,0.0124,0.0208,0.0324,0.0462,0.0511,0.0703,0.0936,281,Hanover,ON
-77.95,44.3,PGV,0.0052,0.0076,0.0104,0.0197,0.0327,0.0503,0.0722,0.0801,0.1109,0.15,282,Hastings,ON
-74.62,45.6,PGV,0.0135,0.019,0.025,0.047,0.0798,0.129,0.197,0.2234,0.3346,0.4902,283,Hawkesbury,ON
-83.67,49.68,PGV,0.0015,0.0024,0.0034,0.007,0.013,0.0212,0.0319,0.0358,0.0517,0.0727,284,Hearst,ON
-79.82,44.87,PGV,0.0039,0.0057,0.0077,0.0155,0.0259,0.04,0.0572,0.0635,0.0869,0.1156,285,Honey Harbour,ON
-84.78,49.22,PGV,0.0013,0.002,0.003,0.0061,0.0115,0.0189,0.0284,0.0319,0.0459,0.0642,286,Hornepayne,ON
-79.22,45.33,PGV,0.0046,0.0067,0.0092,0.018,0.0303,0.0471,0.0682,0.076,0.1055,0.1422,287,Huntsville,ON
-80.88,43.03,PGV,0.0031,0.0045,0.0062,0.013,0.0223,0.0354,0.0521,0.0585,0.0835,0.1173,288,Ingersoll,ON
-80.68,48.77,PGV,0.0034,0.0049,0.0069,0.0147,0.026,0.0437,0.0692,0.0796,0.1261,0.1985,289,Iroquois Falls,ON
-87.52,49.68,PGV,0.0007,0.0011,0.0016,0.004,0.0078,0.014,0.0219,0.025,0.0374,0.0541,290,Jellicoe,ON
-82.43,49.42,PGV,0.0018,0.003,0.0042,0.0093,0.0169,0.0281,0.043,0.0486,0.0724,0.1053,291,Kapuskasing,ON
-75.64,45.02,PGV,0.0106,0.0151,0.0199,0.0378,0.0649,0.1066,0.1661,0.1899,0.2935,0.4474,292,Kemptville,ON
-94.43,49.82,PGV,0.0005,0.0008,0.0013,0.0035,0.007,0.0133,0.0219,0.0252,0.0394,0.0594,293,Kenora,ON
-77.42,45.55,PGV,0.0081,0.0116,0.0153,0.0284,0.0473,0.0755,0.1135,0.1282,0.1906,0.2795,294,Killaloe,ON
-81.63,44.18,PGV,0.0028,0.0041,0.0054,0.0113,0.0191,0.0296,0.0424,0.0468,0.0644,0.0859,295,Kincardine,ON
-76.48,44.23,PGV,0.007,0.0102,0.0133,0.0243,0.0391,0.0595,0.0846,0.0938,0.13,0.1766,296,Kingston,ON
-78.65,44.78,PGV,0.0049,0.0072,0.0098,0.0186,0.0307,0.0471,0.0672,0.0745,0.1019,0.1352,297,Kinmount,ON
-80.03,48.15,PGV,0.004,0.0058,0.008,0.0163,0.028,0.0451,0.0682,0.0772,0.1147,0.169,298,Kirkland Lake,ON
-80.48,43.45,PGV,0.0034,0.0049,0.0067,0.0139,0.0238,0.0376,0.055,0.0616,0.0871,0.1205,299,Kitchener,ON
-78.27,44.43,PGV,0.0051,0.0073,0.0101,0.0191,0.0315,0.0483,0.069,0.0765,0.1047,0.1395,300,Lakefield,ON
-87.88,52.23,PGV,0.0008,0.0012,0.0017,0.0041,0.0077,0.0137,0.0214,0.0244,0.0366,0.0533,301,Lansdowne House,ON
-82.57,42.08,PGV,0.0019,0.0033,0.0045,0.0104,0.0188,0.0311,0.0473,0.0534,0.0792,0.1151,302,Leamington,ON
-78.73,44.35,PGV,0.0047,0.0068,0.0093,0.018,0.0299,0.0459,0.0656,0.0727,0.0998,0.1329,303,Lindsay,ON
-81.25,44.98,PGV,0.0031,0.0044,0.006,0.0122,0.0206,0.032,0.0457,0.0505,0.0697,0.0932,304,Lion's Head,ON
-80.95,43.73,PGV,0.0032,0.0045,0.0061,0.0126,0.0213,0.0332,0.0478,0.053,0.0734,0.0986,305,Listowel,ON
-81.23,42.98,PGV,0.0029,0.0043,0.0058,0.0123,0.0211,0.0335,0.0493,0.0552,0.079,0.1108,306,London,ON
-81.4,43.18,PGV,0.0029,0.0042,0.0057,0.0119,0.0203,0.032,0.0466,0.0518,0.073,0.1002,307,Lucan,ON
-75.62,44.63,PGV,0.0095,0.0135,0.0177,0.0327,0.0539,0.0846,0.1245,0.1397,0.2001,0.2813,308,Maitland,ON
-80.65,44.32,PGV,0.0033,0.0048,0.0065,0.0132,0.0222,0.0343,0.0489,0.0542,0.0744,0.0989,309,Markdale,ON
-79.27,43.87,PGV,0.0043,0.0063,0.0088,0.0178,0.0306,0.049,0.0736,0.0829,0.1213,0.175,310,Markham,ON
-91.13,49.25,PGV,0.0005,0.0008,0.0013,0.0036,0.0074,0.0141,0.0235,0.0272,0.0433,0.0664,311,Martin,ON
-80.47,48.53,PGV,0.0036,0.0052,0.0072,0.0149,0.0258,0.0419,0.0641,0.0727,0.1099,0.1653,312,Matheson,ON
-78.7,46.32,PGV,0.007,0.0109,0.015,0.0316,0.0583,0.1018,0.1647,0.1899,0.2979,0.4536,313,Mattawa,ON
-79.88,44.75,PGV,0.0038,0.0055,0.0076,0.0152,0.0254,0.0393,0.056,0.0622,0.085,0.113,314,Midland,ON
-79.88,43.52,PGV,0.0037,0.0055,0.0077,0.0163,0.0287,0.047,0.0721,0.0818,0.1229,0.1818,315,Milton,ON
-80.92,43.57,PGV,0.0032,0.0045,0.0061,0.0127,0.0215,0.0337,0.0486,0.054,0.0753,0.1018,316,Milverton,ON
-78.73,44.92,PGV,0.005,0.0072,0.0098,0.0187,0.0309,0.0473,0.0678,0.0752,0.1031,0.1371,317,Minden,ON
-79.65,43.58,PGV,0.0039,0.0058,0.0082,0.0172,0.0306,0.0509,0.0795,0.0908,0.1401,0.2126,318,Mississauga,ON
-79.58,43.55,PGV,0.0039,0.0059,0.0083,0.0177,0.0318,0.0538,0.0858,0.0988,0.1568,0.2448,319,Mississauga Port Credit,ON
-81.2,43.47,PGV,0.0031,0.0044,0.0059,0.0122,0.0207,0.0324,0.0467,0.0518,0.0722,0.0978,320,Mitchell,ON
-80.72,51.32,PGV,0.0016,0.0026,0.0036,0.0075,0.0139,0.0227,0.034,0.0383,0.0553,0.078,321,Moosonee,ON
-75.18,44.9,PGV,0.0115,0.0166,0.0222,0.0437,0.0771,0.1296,0.2052,0.2355,0.3662,0.5558,322,Morrisburg,ON
-80.73,43.98,PGV,0.0033,0.0047,0.0063,0.013,0.0219,0.034,0.0488,0.0541,0.0747,0.0997,323,Mount Forest,ON
-86.7,50.17,PGV,0.0007,0.0012,0.0017,0.0041,0.008,0.0142,0.0222,0.0253,0.0377,0.0545,324,Nakina,ON
-80.1,42.88,PGV,0.0034,0.005,0.007,0.0149,0.0259,0.0419,0.0629,0.0709,0.1038,0.1487,325,Nanticoke (Jarvis),ON
-80.2,42.78,PGV,0.0034,0.0049,0.0068,0.0144,0.025,0.0401,0.06,0.0674,0.0977,0.139,326,Nanticoke (Port Dover),ON
-76.95,44.25,PGV,0.0066,0.0096,0.0126,0.0231,0.0372,0.0568,0.0814,0.0903,0.1261,0.1734,327,Napanee,ON
-79.67,47.5,PGV,0.0048,0.0072,0.0101,0.02,0.0348,0.057,0.0871,0.0989,0.1467,0.2129,328,New Liskeard,ON
-78.58,43.92,PGV,0.0047,0.0069,0.0097,0.0191,0.0325,0.0519,0.0776,0.0873,0.128,0.1858,329,Newcastle,ON
-78.68,43.91,PGV,0.0046,0.0069,0.0096,0.0189,0.0324,0.0517,0.0777,0.0875,0.1285,0.1865,330,Bowmanville,ON
-79.47,44.05,PGV,0.004,0.0058,0.0081,0.0163,0.0275,0.0431,0.0625,0.0694,0.0967,0.1312,331,Newmarket,ON
-79.07,43.1,PGV,0.0042,0.0064,0.0092,0.0197,0.0365,0.0639,0.1049,0.1216,0.1947,0.3007,332,Niagara Falls,ON
-79.47,46.32,PGV,0.0055,0.0084,0.0116,0.0231,0.0404,0.0666,0.1026,0.1162,0.1726,0.2482,333,North Bay,ON
-77.98,44.38,PGV,0.0051,0.0075,0.0104,0.0197,0.0325,0.0499,0.0716,0.0793,0.1091,0.1461,334,Norwood,ON
-79.68,43.45,PGV,0.0038,0.0058,0.0082,0.0175,0.0318,0.0543,0.0879,0.1017,0.164,0.2595,335,Oakville,ON
-80.1,43.92,PGV,0.0036,0.0052,0.0071,0.0146,0.0247,0.0386,0.0557,0.0621,0.0861,0.1161,336,Orangeville,ON
-79.42,44.62,PGV,0.0041,0.006,0.0082,0.0162,0.0271,0.0418,0.0597,0.066,0.0901,0.1195,337,Orillia,ON
-78.85,43.9,PGV,0.0045,0.0067,0.0094,0.0187,0.0321,0.0515,0.0777,0.0876,0.1293,0.1885,338,Oshawa,ON
-75.69,45.42,PGV,0.0114,0.0161,0.0212,0.0399,0.0678,0.1106,0.172,0.1965,0.3041,0.4637,339,Ottawa (city hall),ON
-80.93,44.57,PGV,0.0032,0.0046,0.0062,0.0127,0.0213,0.033,0.0471,0.0521,0.0715,0.0951,340,Owen Sound,ON
-85.22,50.02,PGV,0.001,0.0016,0.0024,0.0053,0.0103,0.0171,0.0261,0.0294,0.0429,0.0605,341,Pagwa River,ON
-80.38,43.2,PGV,0.0034,0.0049,0.0068,0.0143,0.0248,0.0398,0.0593,0.0667,0.0968,0.1381,342,Paris,ON
-81.68,43.15,PGV,0.0028,0.0041,0.0055,0.0115,0.0196,0.0309,0.0448,0.0498,0.0701,0.0961,343,Parkhill,ON
-80.03,45.35,PGV,0.004,0.0057,0.0078,0.0156,0.0263,0.0409,0.0591,0.0656,0.091,0.1228,344,Parry Sound,ON
-79.28,43.03,PGV,0.0041,0.0062,0.0088,0.019,0.0351,0.0616,0.1014,0.1177,0.19,0.2959,345,Pelham (Fonthill),ON
-77.12,45.82,PGV,0.0092,0.0132,0.0174,0.0329,0.0563,0.0929,0.1459,0.1675,0.2633,0.4103,346,Pembroke,ON
-79.92,44.78,PGV,0.0038,0.0055,0.0075,0.0151,0.0253,0.0391,0.0558,0.062,0.0847,0.1126,347,Penetanguishene,ON
-76.25,44.9,PGV,0.0087,0.0124,0.0161,0.0294,0.0479,0.0742,0.1078,0.1203,0.1711,0.2382,348,Perth,ON
-77.33,45.9,PGV,0.009,0.0129,0.017,0.0324,0.0557,0.0921,0.1454,0.167,0.2626,0.4096,349,Petawawa,ON
-78.32,44.3,PGV,0.005,0.0072,0.01,0.019,0.0314,0.0483,0.0692,0.0768,0.1057,0.1418,350,Peterborough,ON
-82.15,42.87,PGV,0.0026,0.0039,0.0052,0.011,0.0189,0.0299,0.0438,0.0488,0.0693,0.0962,351,Petrolia,ON
-79.1,43.82,PGV,0.0044,0.0065,0.0091,0.0185,0.0323,0.0531,0.0825,0.0941,0.1451,0.2228,352,Pickering (Dunbarton),ON
-77.13,44,PGV,0.0054,0.0079,0.0109,0.0208,0.0346,0.0539,0.0788,0.0879,0.1255,0.1774,353,Picton,ON
-80.62,43.3,PGV,0.0033,0.0048,0.0065,0.0136,0.0232,0.0367,0.0539,0.0604,0.0858,0.1194,354,Plattsville,ON
-77.57,46.13,PGV,0.0089,0.0129,0.0171,0.0327,0.0566,0.0945,0.1497,0.172,0.2708,0.4207,355,Point Alexander,ON
-80.82,42.65,PGV,0.0032,0.0046,0.0064,0.0134,0.0232,0.0372,0.0554,0.0624,0.0905,0.1288,356,Port Burwell,ON
-79.23,42.9,PGV,0.004,0.0061,0.0086,0.0185,0.034,0.0593,0.0975,0.1133,0.183,0.2857,357,Port Colborne,ON
-81.4,44.43,PGV,0.003,0.0043,0.0057,0.0118,0.0198,0.0308,0.0439,0.0484,0.0665,0.0885,358,Port Elgin,ON
-78.3,43.95,PGV,0.0049,0.0072,0.01,0.0194,0.033,0.0523,0.078,0.0876,0.1281,0.1859,359,Port Hope,ON
-78.95,44.1,PGV,0.0045,0.0066,0.0091,0.0178,0.0298,0.0464,0.0673,0.075,0.1046,0.1423,360,Port Perry,ON
-81.22,42.67,PGV,0.003,0.0044,0.006,0.0127,0.0219,0.0352,0.0524,0.0589,0.0854,0.1217,361,Port Stanley,ON
-75.52,44.72,PGV,0.0101,0.0143,0.0188,0.0354,0.0597,0.0955,0.1437,0.1621,0.2389,0.3456,362,Prescott,ON
-80.53,43.17,PGV,0.0033,0.0048,0.0066,0.0139,0.0239,0.0379,0.056,0.0629,0.0903,0.1273,363,Princeton,ON
-89.93,48.83,PGV,0.0005,0.0009,0.0013,0.0036,0.0073,0.0138,0.0228,0.0264,0.0417,0.064,364,Raith,ON
-81.2,46.58,PGV,0.0033,0.0048,0.0065,0.0135,0.0229,0.036,0.0526,0.0588,0.0824,0.112,365,Rayside-Balfour (Chelmsford),ON
-93.82,51.05,PGV,0.0006,0.001,0.0014,0.0038,0.0076,0.0142,0.0232,0.0267,0.0421,0.0644,366,Red Lake,ON
-76.68,45.47,PGV,0.0093,0.0132,0.0174,0.0325,0.055,0.0896,0.1392,0.1592,0.248,0.3844,367,Renfrew,ON
-79.45,43.87,PGV,0.004,0.0059,0.0082,0.0168,0.029,0.0461,0.0683,0.0767,0.1097,0.1537,368,Richmond Hill,ON
-75.29,45.55,PGV,0.0125,0.0178,0.0235,0.0446,0.0763,0.1248,0.1935,0.2208,0.3372,0.5047,369,Rockland,ON
-82.38,42.97,PGV,0.0025,0.0038,0.0051,0.0106,0.0182,0.0286,0.0417,0.0464,0.0655,0.09,370,Sarnia,ON
-84.33,46.52,PGV,0.0016,0.0024,0.0034,0.0071,0.013,0.0209,0.0308,0.0343,0.0482,0.0658,371,Sault Ste. Marie,ON
-87.25,48.8,PGV,0.0007,0.0011,0.0016,0.0039,0.0075,0.0137,0.0216,0.0246,0.0369,0.0535,372,Schreiber,ON
-81.4,43.55,PGV,0.0029,0.0042,0.0056,0.0117,0.0199,0.0312,0.0449,0.0498,0.0691,0.0932,373,Seaforth,ON
-80.3,42.83,PGV,0.0033,0.0049,0.0068,0.0142,0.0247,0.0395,0.059,0.0663,0.0961,0.1365,374,Simcoe,ON
-91.98,50.07,PGV,0.0005,0.0009,0.0014,0.0038,0.0078,0.0147,0.0244,0.0282,0.0444,0.0677,375,Sioux Lookout,ON
