NBCC PGA values for building code localities,,,,,,,,,,,,,,,
"mean values, soil class C",,,,,,,,,,,,,,,
,,,Annual probability,,,,,,,,,,,,
-63.6,44.65,PGA,0.0051,0.0069,0.0089,0.0155,0.0245,0.0379,0.0566,0.064,0.095,0.1385,564,Halifax,NS
-64.5,45.08,PGA,0.0063,0.0086,0.011,0.0188,0.0293,0.044,0.0633,0.0707,0.1023,0.1495,565,Kentville,NS
-64.72,44.03,PGA,0.005,0.0069,0.0091,0.0164,0.0267,0.0419,0.0622,0.0699,0.1018,0.1458,566,Liverpool,NS
-65.12,43.7,PGA,0.0047,0.0066,0.0088,0.0163,0.027,0.0429,0.0643,0.0725,0.1062,0.1524,567,Lockeport,NS
-59.98,45.92,PGA,0.0055,0.0078,0.0104,0.0182,0.0286,0.0432,0.0623,0.0695,0.0989,0.1397,568,Louisburg,NS
-64.32,44.38,PGA,0.0055,0.0075,0.0097,0.0168,0.0265,0.0406,0.0597,0.067,0.0975,0.1405,569,Lunenburg,NS
-62.65,45.58,PGA,0.0049,0.0066,0.0084,0.0146,0.0226,0.0342,0.0504,0.0568,0.0842,0.1244,570,New Glasgow,NS
-60.25,46.22,PGA,0.005,0.0069,0.0091,0.0159,0.025,0.0377,0.0544,0.0608,0.0872,0.1247,571,North Sydney,NS
-62.72,45.68,PGA,0.005,0.0066,0.0085,0.0146,0.0226,0.0342,0.0502,0.0565,0.0835,0.1232,572,Pictou,NS
-61.35,45.62,PGA,0.0046,0.0062,0.0081,0.0144,0.0227,0.0351,0.0524,0.0592,0.0878,0.1286,573,Port Hawkesbury,NS
-64.05,45.65,PGA,0.0063,0.0086,0.011,0.0186,0.0287,0.0431,0.0626,0.0703,0.1037,0.1533,574,Springhill,NS
-63.35,45.13,PGA,0.0053,0.0071,0.0092,0.0156,0.0243,0.0371,0.055,0.0621,0.093,0.1387,575,Stewiacke,NS
-60.18,46.15,PGA,0.0051,0.0071,0.0094,0.0164,0.0257,0.0389,0.0561,0.0627,0.0897,0.1277,576,Sydney,NS
-63.3,45.72,PGA,0.0055,0.0074,0.0095,0.016,0.0247,0.037,0.0538,0.0604,0.0889,0.131,577,Tatamagouche,NS
-63.27,45.37,PGA,0.0054,0.0072,0.0092,0.0157,0.0243,0.0368,0.0543,0.0612,0.0918,0.1376,578,Truro,NS
-64.37,45.08,PGA,0.0062,0.0084,0.0108,0.0183,0.0285,0.0429,0.062,0.0694,0.1009,0.1483,579,Wolfville,NS
-66.12,43.83,PGA,0.0059,0.0083,0.0109,0.0197,0.0325,0.0506,0.0738,0.082,0.1149,0.158,580,Yarmouth,NS
-63.133,46.233,PGA,0.0055,0.0074,0.0095,0.016,0.0246,0.0368,0.0536,0.0601,0.0887,0.1303,581,Charlottetown,PE
-62.25,46.35,PGA,0.0048,0.0064,0.0082,0.014,0.0214,0.032,0.0465,0.0522,0.0767,0.1136,582,Souris,PE
-63.783,46.4,PGA,0.0063,0.0087,0.0111,0.0188,0.0296,0.0461,0.071,0.0815,0.1298,0.2084,583,Summerside,PE
-64.03,46.95,PGA,0.0069,0.0095,0.012,0.0202,0.0316,0.0484,0.0725,0.0824,0.1276,0.202,584,Tignish,PE
-53.98,47.3,PGA,0.0043,0.0061,0.0082,0.0152,0.0239,0.0355,0.0505,0.0561,0.0797,0.1136,585,Argentia,NL
-53.12,48.65,PGA,0.0028,0.004,0.0053,0.0107,0.0178,0.0279,0.0417,0.0471,0.0705,0.1056,586,Bonavista,NL
-56.867,48.817,PGA,0.0033,0.0044,0.0058,0.011,0.0174,0.0263,0.0385,0.0434,0.065,0.0987,587,Buchans,NL
-57.95,54.78,PGA,0.005,0.0072,0.0098,0.0181,0.0298,0.0462,0.0667,0.0741,0.1022,0.1357,588,Cape Harrison,NL
-53.07,46.65,PGA,0.0046,0.0066,0.009,0.0165,0.0262,0.0393,0.0561,0.0625,0.0885,0.1251,589,Cape Race,NL
-59.15,47.57,PGA,0.0042,0.0057,0.0075,0.0135,0.0209,0.0313,0.0449,0.0501,0.0722,0.1048,590,Channel-Port aux Basques,NL
-57.95,48.95,PGA,0.0032,0.0043,0.0056,0.0105,0.0167,0.0253,0.0373,0.0421,0.0639,0.098,591,Corner Brook,NL
-54.59,48.98,PGA,0.0029,0.004,0.0053,0.0104,0.017,0.0263,0.039,0.0441,0.0662,0.1004,592,Gander,NL
-55.77,47.1,PGA,0.0058,0.0084,0.0111,0.0194,0.0298,0.0436,0.0605,0.0667,0.0916,0.1255,593,Grand Bank,NL
-55.67,48.93,PGA,0.003,0.0042,0.0054,0.0106,0.017,0.0261,0.0385,0.0434,0.0652,0.0991,594,Grand Falls,NL
-60.37,53.32,PGA,0.0016,0.0026,0.0037,0.0079,0.0145,0.0232,0.0345,0.0389,0.057,0.0828,595,Happy Valley-Goose Bay,NL
-66.92,52.95,PGA,0.0032,0.0042,0.0054,0.0097,0.0153,0.0232,0.0341,0.0385,0.0575,0.0849,596,Labrador City,NL
-55.58,51.37,PGA,0.0016,0.0024,0.0033,0.0075,0.0143,0.0236,0.0363,0.0413,0.0634,0.0974,597,St. Anthony,NL
-52.72,47.57,PGA,0.0034,0.0048,0.0064,0.0125,0.0204,0.0315,0.0459,0.0515,0.075,0.1095,598,St. John's,NL
-58.58,48.55,PGA,0.0036,0.0048,0.0061,0.0113,0.0176,0.0265,0.0387,0.0435,0.0651,0.0983,599,Stephenville,NL
-64.53,53.5,PGA,0.0019,0.003,0.0039,0.0078,0.0136,0.0214,0.0324,0.0369,0.0563,0.0837,600,Twin Falls,NL
-52.95,47.63,PGA,0.0035,0.0048,0.0064,0.0125,0.0203,0.0312,0.0453,0.0508,0.074,0.1083,601,Wabana,NL
-66.87,52.92,PGA,0.0032,0.0043,0.0054,0.0098,0.0154,0.0234,0.0343,0.0387,0.0577,0.0851,602,Wabush,NL
-137.517,61.6,PGA,0.0331,0.0439,0.0544,0.0862,0.1205,0.16,0.2029,0.2177,0.2739,0.3442,603,Aishihik,YT
-139.42,64.07,PGA,0.018,0.0236,0.0294,0.0499,0.078,0.1165,0.166,0.1847,0.2605,0.3598,604,Dawson,YT
-138.8,61.25,PGA,0.0717,0.101,0.1353,0.2528,0.3773,0.5106,0.6502,0.6934,0.8436,1.0097,605,Destruction Bay,YT
-140.37,62.4,PGA,0.0405,0.0516,0.0626,0.0941,0.1303,0.1743,0.2243,0.2422,0.3097,0.393,606,Snag,YT
-132.72,60.17,PGA,0.0104,0.0137,0.0171,0.0297,0.0479,0.0758,0.116,0.1324,0.2052,0.3102,607,Teslin,YT
-128.71,60.13,PGA,0.0106,0.0146,0.0189,0.0342,0.0559,0.0869,0.1269,0.1419,0.1999,0.2747,608,Watson Lake,YT
-135.05,60.72,PGA,0.0214,0.027,0.0324,0.0499,0.0722,0.1018,0.1397,0.1542,0.2153,0.3024,609,Whitehorse,YT
-135.01,68.23,PGA,0.0159,0.0219,0.0283,0.0515,0.0849,0.1338,0.1993,0.2245,0.3264,0.4564,610,Aklavik,NT
-117.88,66.05,PGA,0.001,0.0014,0.002,0.0044,0.0085,0.0155,0.026,0.0304,0.0506,0.0828,611,Echo Bay / Port Radium,NT
-128.63,66.29,PGA,0.0129,0.0171,0.0213,0.0355,0.0541,0.079,0.1085,0.1189,0.1592,0.2079,612,Fort Good Hope,NT
-117.65,61.35,PGA,0.0014,0.002,0.0027,0.0054,0.0099,0.017,0.0273,0.0315,0.0503,0.0804,613,Fort Providence,NT
-113.67,61.19,PGA,0.001,0.0015,0.0022,0.0047,0.0089,0.0157,0.0259,0.0301,0.0493,0.0799,614,Fort Resolution,NT
-121.35,61.93,PGA,0.0072,0.0099,0.0125,0.0209,0.032,0.0467,0.0648,0.0714,0.0972,0.1302,615,Fort Simpson,NT
-111.88,60,PGA,0.001,0.0015,0.0022,0.0047,0.0089,0.0158,0.026,0.0303,0.0498,0.0811,616,Fort Smith,NT
-115.733,60.85,PGA,0.001,0.0016,0.0023,0.0049,0.0093,0.0162,0.0263,0.0305,0.0496,0.0803,617,Hay River,NT
-117.75,70.73,PGA,0.0013,0.002,0.0029,0.0057,0.0105,0.0175,0.0279,0.0323,0.0529,0.0845,618,Ulukhaqtuuq / Holman,NT
-133.72,68.35,PGA,0.0112,0.0153,0.0197,0.0354,0.0578,0.0894,0.1297,0.1447,0.2043,0.2823,619,Inuvik,NT
-119.33,76.23,PGA,0.002,0.0033,0.0043,0.0086,0.0147,0.0228,0.0327,0.0362,0.0495,0.0656,620,Mould Bay,NT
-126.85,65.283,PGA,0.0289,0.039,0.0494,0.0851,0.1351,0.2084,0.3054,0.3391,0.4702,0.623,621,Norman Wells,NT
-116.05,62.83,PGA,0.001,0.0015,0.0021,0.0046,0.0088,0.0157,0.0259,0.0301,0.0493,0.0799,622,Rae-Edzo,NT
-128.27,61.95,PGA,0.0148,0.0196,0.0246,0.0413,0.064,0.0958,0.1373,0.1528,0.2163,0.3006,623,Tungsten,NT
-114.35,62.48,PGA,0.0009,0.0014,0.002,0.0045,0.0087,0.0156,0.0259,0.0301,0.049,0.0793,624,Yellowknife,NT
-62.25,82.48,PGA,0.0033,0.0051,0.0072,0.0161,0.0297,0.0508,0.0796,0.0904,0.1342,0.1915,625,Alert,NU
-85.17,73.03,PGA,0.0076,0.0102,0.0125,0.0201,0.0299,0.043,0.0597,0.066,0.0914,0.1263,626,Arctic Bay,NU
-94.05,61.12,PGA,0.0016,0.0023,0.0032,0.0059,0.0103,0.0169,0.0269,0.0312,0.0513,0.0828,627,Arviat,NU
-96.02,64.32,PGA,0.0026,0.0037,0.0047,0.0089,0.0148,0.0229,0.0343,0.0389,0.0589,0.0882,628,Baker Lake,NU
-105.03,69.12,PGA,0.0019,0.0029,0.0037,0.0069,0.0118,0.0188,0.0292,0.0336,0.0536,0.0823,629,Iqaluktuuttiaq / Cambridge Bay,NU
-90.7,63.33,PGA,0.0034,0.0047,0.0061,0.0117,0.0187,0.0287,0.0417,0.0467,0.0677,0.097,630,Igluligaarjuk / Chesterfield Inlet,NU
-68.57,70.45,PGA,0.0205,0.027,0.0337,0.056,0.0856,0.1257,0.1762,0.1947,0.269,0.3653,631,Kanngiqtugaapik / Clyde River,NU
-115.08,67.83,PGA,0.0008,0.0012,0.0018,0.0043,0.0085,0.0156,0.0261,0.0305,0.0512,0.0834,632,Kugluktuk,NU
-83.17,64.13,PGA,0.0039,0.0055,0.0073,0.014,0.0231,0.0363,0.0545,0.0616,0.0924,0.1371,633,Salliq / Coral Harbour,NU
-85.95,79.983,PGA,0.0104,0.0136,0.0167,0.0274,0.0423,0.0648,0.0968,0.1095,0.1642,0.2422,634,Eureka,NU
-68.5,63.73,PGA,0.0049,0.0065,0.0083,0.014,0.0213,0.0316,0.0456,0.0511,0.0749,0.109,635,Iqaluit,NU
-103.53,78.78,PGA,0.0215,0.0278,0.034,0.0535,0.0779,0.1093,0.1486,0.1633,0.2246,0.3125,636,Isachsen,NU
-78,63.1,PGA,0.0027,0.0039,0.0053,0.0114,0.0207,0.0359,0.0587,0.0679,0.108,0.1658,637,Nottingham Island,NU
-92.08,62.82,PGA,0.0026,0.0036,0.0046,0.0085,0.014,0.0216,0.0321,0.0364,0.0556,0.0852,638,Kangiqiniq / Rankin Inlet,NU
-94.9,74.68,PGA,0.0086,0.0117,0.0148,0.0259,0.0429,0.0702,0.1093,0.1245,0.1876,0.2721,639,Resolute,NU
-64.883,61.3,PGA,0.0094,0.0128,0.0164,0.0292,0.0478,0.0757,0.1134,0.128,0.1883,0.2716,640,Resolution Island,NU
-67.05,45.07,PGA,0.0108,0.0164,0.0245,0.0783,0.1756,0.3132,0.4812,0.5419,0.7753,1.0456,641,Saint Andrews ,NB
-66.82,45.13,PGA,0.0106,0.016,0.023,0.0598,0.1225,0.2129,0.3255,0.3653,0.5208,0.7133,642,Saint George ,NB
-82.43,52.93,PGA,0.0012,0.002,0.003,0.0067,0.0132,0.0236,0.0387,0.0448,0.0701,0.1041,643,Attawapiskat,ON
-75.76,45.28,PGA,0.0169,0.0236,0.0307,0.0572,0.0966,0.1565,0.2399,0.2724,0.4089,0.5945,645,Ottawa (Barrhaven),ON
-75.91,45.31,PGA,0.0162,0.0225,0.0292,0.0536,0.0901,0.1461,0.2253,0.2566,0.3884,0.5695,646,Ottawa (Kanata),ON
-75.52,45.48,PGA,0.0189,0.0266,0.0348,0.0653,0.1101,0.1774,0.2685,0.304,0.4486,0.642,647,Ottawa (Orleans),ON
-75.67,45.32,PGA,0.0175,0.0245,0.0321,0.0602,0.1017,0.1645,0.2512,0.2848,0.4248,0.6137,648,Ottawa (M-C Int'l Airport),ON
-79.61,43.68,PGA,0.0049,0.0072,0.01,0.0208,0.0385,0.0672,0.1074,0.1228,0.187,0.273,649,Toronto (LBP Int'l Airport),ON
-79.38,43.65,PGA,0.0052,0.0077,0.0107,0.0227,0.0441,0.0814,0.1376,0.1601,0.2577,0.3965,650,Toronto (city hall),ON
-73.63,45.69,PGA,0.0193,0.0274,0.0365,0.0728,0.129,0.214,0.3286,0.3717,0.545,0.77,652,Terrebonne,QC
-73.9,45.56,PGA,0.0206,0.0295,0.0394,0.0775,0.1349,0.22,0.3337,0.3766,0.5494,0.7732,653,Saint-Eustache,QC
-75.93,45.64,PGA,0.0177,0.0245,0.0318,0.0579,0.0958,0.1525,0.2312,0.2619,0.391,0.5694,654,Wakefield,QC
-74.14,45.4,PGA,0.0212,0.0306,0.0409,0.0798,0.1378,0.2231,0.3366,0.3794,0.5518,0.7747,655,St-Lazare-Hudson,QC
-70.51,47.44,PGA,0.0752,0.1105,0.1475,0.2729,0.4378,0.6513,0.8978,0.9864,1.2999,1.659,656,Baie-Saint-Paul,QC
-70.04,47.37,PGA,0.0747,0.1076,0.1417,0.257,0.4085,0.6086,0.8409,0.9227,1.2233,1.5693,657,La Pocatière,QC
-123.47,63.23,PGA,0.0256,0.0351,0.0452,0.0794,0.1265,0.1954,0.2859,0.3189,0.4446,0.5911,658,Wrigley,NT
-134.88,67.43,PGA,0.0289,0.0371,0.0455,0.0724,0.1064,0.1507,0.2052,0.2251,0.3037,0.4035,659,Fort McPherson ,NT
-133.357,62.227,PGA,0.0079,0.0106,0.0136,0.0254,0.0439,0.0719,0.1107,0.126,0.1912,0.2836,660,Faro,YT
-137.54,60.78,PGA,0.0601,0.0782,0.097,0.1592,0.2364,0.3289,0.4333,0.4664,0.5948,0.7384,661,Haines Junction,YT
-115.35,51.09,PGA,0.0049,0.0078,0.0114,0.025,0.0454,0.0751,0.1132,0.1276,0.1859,0.2635,662,Canmore,AB
-128.14,52.16,PGA,0.0184,0.0229,0.0273,0.0407,0.0559,0.0744,0.095,0.1024,0.1315,0.1727,663,Bella Bella,BC
-126.75,52.37,PGA,0.0099,0.0131,0.0163,0.0267,0.0396,0.0558,0.0758,0.0831,0.1136,0.158,664,Bella Coola,BC
-132.08,53.26,PGA,0.1329,0.1706,0.2069,0.3183,0.4401,0.5725,0.7104,0.7566,0.9052,1.0691,665,Queen Charlotte City,BC
-130,58.44,PGA,0.003,0.0039,0.0049,0.0087,0.0146,0.0244,0.0385,0.0442,0.0683,0.1035,666,Dease Lake ,BC
-126.05,49.78,PGA,0.0474,0.0606,0.0746,0.1289,0.2103,0.3161,0.431,0.4655,0.6,0.7425,667,Gold River ,BC
-127.45,50.38,PGA,0.116,0.1474,0.1779,0.27,0.3763,0.5027,0.6437,0.6895,0.8524,1.0357,668,Port Alice ,BC
-126.65,49.93,PGA,0.0887,0.1129,0.138,0.2227,0.328,0.4522,0.5825,0.6268,0.7758,0.9324,669,Tahsis,BC
-125.13,48.83,PGA,0.0369,0.0485,0.0609,0.1108,0.2201,0.4212,0.6239,0.6842,0.8935,1.113,670,Bamfield,BC
-124.4,48.56,PGA,0.0552,0.0719,0.0895,0.1572,0.2712,0.4366,0.6156,0.6702,0.864,1.072,671,Port Renfrew ,BC
-124.05,48.42,PGA,0.0637,0.0821,0.1015,0.1725,0.2806,0.4299,0.5901,0.6432,0.8237,1.0218,672,Jordan River ,BC
-123.72,48.38,PGA,0.0747,0.0961,0.1182,0.195,0.2982,0.4267,0.5611,0.6103,0.769,0.9354,673,Sooke,BC
-123.5,48.45,PGA,0.0833,0.1071,0.1313,0.2105,0.3091,0.4264,0.5487,0.5928,0.7408,0.8978,674,Langford,BC
-123.82,48.99,PGA,0.0693,0.0893,0.1096,0.1758,0.2546,0.347,0.4484,0.48,0.6009,0.7298,675,Ladysmith,BC
-124.33,49.32,PGA,0.0482,0.0634,0.0791,0.1324,0.2001,0.2839,0.3738,0.4056,0.5128,0.6371,676,Parksville,BC
-123.75,49.47,PGA,0.0472,0.0618,0.0765,0.1236,0.1823,0.254,0.3341,0.3614,0.4634,0.5804,677,Sechelt,BC
-122.96,50.12,PGA,0.0201,0.0267,0.0335,0.0569,0.0876,0.1293,0.1825,0.2028,0.2872,0.4004,678,Whistler ,BC
-122.8,49.02,PGA,0.0574,0.0732,0.0886,0.1379,0.1958,0.2673,0.3466,0.374,0.4748,0.5922,679,White Rock ,BC
-82.657,46.381,PGA,0.003,0.0041,0.0052,0.01,0.0163,0.0255,0.0378,0.0426,0.0623,0.0883,680,Elliot Lake ,ON
-80.394,44.17,PGA,0.0043,0.006,0.0079,0.0147,0.0236,0.0357,0.0509,0.0566,0.0788,0.1075,681,Dundalk,ON
-80.204,44.076,PGA,0.0044,0.0062,0.0083,0.0156,0.0252,0.0386,0.0555,0.0618,0.0862,0.1177,682,Shelburne,ON
-73.554,45.509,PGA,0.0192,0.0275,0.0369,0.0741,0.1316,0.2182,0.3342,0.3778,0.553,0.7787,683,Montréal (city hall),QC
