#,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.7.1', start_date='2019-12-11T10:57:30', checksum=232125247, kind='mean', investigation_time=50.0, imt='SA(1.0)'"
lon,lat,depth,poe-0.0030000,poe-0.0050000,poe-0.0070000,poe-0.0098000,poe-0.0137000,poe-0.0192000,poe-0.0269000,poe-0.0376000,poe-0.0527000,poe-0.0738000,poe-0.1030000,poe-0.1450000,poe-0.2030000,poe-0.2840000,poe-0.3970000,poe-0.5560000,poe-0.7780000,poe-1.0900000,poe-1.5200000,poe-2.1300000,poe-2.5000000
-123.40000,48.65000,0.00000,8.439988E-02,8.439988E-02,8.439988E-02,8.439988E-02,8.439980E-02,8.439866E-02,8.438855E-02,8.432169E-02,8.398049E-02,8.267548E-02,7.895024E-02,7.051814E-02,5.662898E-02,3.910606E-02,2.237743E-02,1.024926E-02,3.703339E-03,1.034990E-03,2.277237E-04,3.750750E-05,1.446952E-05
-123.37000,48.43000,0.00000,8.439988E-02,8.439988E-02,8.439988E-02,8.439988E-02,8.439986E-02,8.439947E-02,8.439547E-02,8.436547E-02,8.419218E-02,8.344218E-02,8.102419E-02,7.484024E-02,6.334126E-02,4.697083E-02,2.931045E-02,1.481509E-02,5.950403E-03,1.858176E-03,4.576137E-04,8.472859E-05,3.459357E-05
-123.15000,49.70000,0.00000,8.439988E-02,8.439987E-02,8.439962E-02,8.439689E-02,8.437556E-02,8.424671E-02,8.366083E-02,8.166694E-02,7.642830E-02,6.606565E-02,5.063234E-02,3.252596E-02,1.717252E-02,7.236365E-03,2.397502E-03,6.115307E-04,1.203561E-04,1.796286E-05,2.083940E-06,1.565475E-07,2.887284E-08
-123.12000,49.25000,0.00000,8.439988E-02,8.439988E-02,8.439986E-02,8.439940E-02,8.439495E-02,8.436162E-02,8.417360E-02,8.338152E-02,8.080715E-02,7.451693E-02,6.296857E-02,4.620679E-02,2.854952E-02,1.433846E-02,5.728280E-03,1.777699E-03,4.278592E-04,7.853770E-05,1.129691E-05,1.180884E-06,3.526605E-07
-122.32900,49.05200,0.00000,8.439988E-02,8.439987E-02,8.439965E-02,8.439717E-02,8.437758E-02,8.425775E-02,8.370619E-02,8.180618E-02,7.675359E-02,6.663819E-02,5.139210E-02,3.328590E-02,1.774012E-02,7.553093E-03,2.529821E-03,6.526396E-04,1.299460E-04,1.962739E-05,2.306587E-06,1.781985E-07,3.485459E-08
-121.95000,49.16700,0.00000,8.439988E-02,8.439978E-02,8.439852E-02,8.438750E-02,8.431572E-02,8.395527E-02,8.259187E-02,7.872465E-02,7.024962E-02,5.625720E-02,3.885925E-02,2.189029E-02,9.974248E-03,3.585604E-03,1.006110E-03,2.159951E-04,3.564381E-05,4.429387E-06,4.113899E-07,1.089233E-08,0.000000E+00
-120.32000,50.67000,0.00000,8.438189E-02,8.412163E-02,8.318371E-02,8.027161E-02,7.344238E-02,6.108465E-02,4.419818E-02,2.681917E-02,1.311266E-02,5.080644E-03,1.555396E-03,3.548836E-04,6.346599E-05,8.681172E-06,8.884375E-07,4.822291E-08,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-119.58000,49.50000,0.00000,8.439451E-02,8.429462E-02,8.386531E-02,8.230127E-02,7.800408E-02,6.889782E-02,5.431505E-02,3.670019E-02,2.034798E-02,9.043902E-03,3.195606E-03,8.490962E-04,1.770938E-04,2.836539E-05,3.463733E-06,2.964183E-07,3.888159E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-119.48000,49.88000,0.00000,8.438398E-02,8.414774E-02,8.328032E-02,8.054134E-02,7.400996E-02,6.199263E-02,4.529325E-02,2.781235E-02,1.378524E-02,5.420545E-03,1.685036E-03,3.907415E-04,7.102948E-05,9.880865E-06,1.031865E-06,6.058241E-08,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-114.08000,51.05000,0.00000,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
