#,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.7.1', start_date='2019-12-09T12:10:21', checksum=1722803090, kind='mean', investigation_time=50.0, imt='SA(1.0)'"
lon,lat,depth,poe-0.0030000,poe-0.0050000,poe-0.0070000,poe-0.0098000,poe-0.0137000,poe-0.0192000,poe-0.0269000,poe-0.0376000,poe-0.0527000,poe-0.0738000,poe-0.1030000,poe-0.1450000,poe-0.2030000,poe-0.2840000,poe-0.3970000,poe-0.5560000,poe-0.7780000,poe-1.0900000,poe-1.5200000,poe-2.1300000,poe-2.5000000
-123.40000,48.65000,0.00000,8.439988E-02,8.439988E-02,8.439987E-02,8.439982E-02,8.439919E-02,8.439393E-02,8.436084E-02,8.420210E-02,8.359707E-02,8.179794E-02,7.759994E-02,6.940668E-02,5.704547E-02,4.181065E-02,2.662133E-02,1.430952E-02,6.382046E-03,2.304480E-03,6.771322E-04,1.541596E-04,6.999452E-05
-123.37000,48.43000,0.00000,8.439988E-02,8.439988E-02,8.439988E-02,8.439986E-02,8.439967E-02,8.439776E-02,8.438390E-02,8.430792E-02,8.397838E-02,8.286972E-02,7.996505E-02,7.363412E-02,6.303499E-02,4.863041E-02,3.286752E-02,1.888780E-02,9.055617E-03,3.533661E-03,1.125874E-03,2.794456E-04,1.323803E-04
-123.15000,49.70000,0.00000,8.439987E-02,8.439946E-02,8.439619E-02,8.437514E-02,8.427179E-02,8.387102E-02,8.265449E-02,7.972921E-02,7.391070E-02,6.445737E-02,5.179579E-02,3.709003E-02,2.342802E-02,1.272585E-02,5.814660E-03,2.167643E-03,6.502619E-04,1.530627E-04,2.871210E-05,4.036649E-06,1.439179E-06
-123.12000,49.25000,0.00000,8.439988E-02,8.439983E-02,8.439937E-02,8.439545E-02,8.437078E-02,8.424893E-02,8.378307E-02,8.239443E-02,7.902736E-02,7.247292E-02,6.213515E-02,4.817098E-02,3.323954E-02,1.990150E-02,1.012018E-02,4.247934E-03,1.450430E-03,3.927939E-04,8.536858E-05,1.406965E-05,5.444677E-06
-122.32900,49.05200,0.00000,8.439987E-02,8.439951E-02,8.439656E-02,8.437731E-02,8.428146E-02,8.390474E-02,8.274653E-02,7.992852E-02,7.426287E-02,6.496783E-02,5.240849E-02,3.770243E-02,2.393587E-02,1.307449E-02,6.011031E-03,2.256388E-03,6.820218E-04,1.618581E-04,3.062359E-05,4.345872E-06,1.557003E-06
-121.95000,49.16700,0.00000,8.439980E-02,8.439744E-02,8.438274E-02,8.430683E-02,8.400582E-02,8.305523E-02,8.067414E-02,7.586592E-02,6.769356E-02,5.615806E-02,4.253175E-02,2.843369E-02,1.667057E-02,8.339690E-03,3.475395E-03,1.168266E-03,3.129131E-04,6.516092E-05,1.075072E-05,1.311392E-06,4.358525E-07
-120.32000,50.67000,0.00000,8.418518E-02,8.300900E-02,8.074503E-02,7.636884E-02,6.927106E-02,5.922590E-02,4.696702E-02,3.406244E-02,2.210114E-02,1.260017E-02,6.174320E-03,2.443801E-03,7.873445E-04,2.002399E-04,3.970937E-05,5.983457E-06,6.862149E-07,5.308108E-08,0.000000E+00,0.000000E+00,0.000000E+00
-119.58000,49.50000,0.00000,8.430842E-02,8.367467E-02,8.225939E-02,7.920140E-02,7.374737E-02,6.534947E-02,5.423575E-02,4.153971E-02,2.876358E-02,1.773389E-02,9.554668E-03,4.246928E-03,1.557301E-03,4.555850E-04,1.046872E-04,1.841677E-05,2.481974E-06,2.476632E-07,1.352935E-08,0.000000E+00,0.000000E+00
-119.48000,49.88000,0.00000,8.420292E-02,8.309708E-02,8.093568E-02,7.671033E-02,6.979071E-02,5.991189E-02,4.775238E-02,3.484095E-02,2.276916E-02,1.309452E-02,6.484445E-03,2.599393E-03,8.492850E-04,2.192619E-04,4.417101E-05,6.766937E-06,7.897896E-07,6.332795E-08,6.929916E-11,0.000000E+00,0.000000E+00
-114.08000,51.05000,0.00000,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-113.47000,53.55000,0.00000,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
