#,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.7.1', start_date='2019-12-09T12:11:59', checksum=3697540687, kind='mean', investigation_time=50.0, imt='SA(1.0)'"
lon,lat,depth,poe-0.0030000,poe-0.0050000,poe-0.0070000,poe-0.0098000,poe-0.0137000,poe-0.0192000,poe-0.0269000,poe-0.0376000,poe-0.0527000,poe-0.0738000,poe-0.1030000,poe-0.1450000,poe-0.2030000,poe-0.2840000,poe-0.3970000,poe-0.5560000,poe-0.7780000,poe-1.0900000,poe-1.5200000,poe-2.1300000,poe-2.5000000
-132.10001,54.02000,0.00000,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-132.08000,53.26000,0.00000,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-131.82001,53.25000,0.00000,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-130.32001,54.32000,0.00000,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-128.64999,54.07000,0.00000,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-127.42000,50.70000,0.00000,6.412093E-02,6.356572E-02,6.263664E-02,6.095545E-02,5.829007E-02,5.445467E-02,4.946829E-02,4.350645E-02,3.669814E-02,2.941003E-02,2.211826E-02,1.512687E-02,9.335909E-03,5.059507E-03,2.354297E-03,9.127568E-04,2.905017E-04,7.387572E-05,1.517969E-05,2.372688E-06,8.955392E-07
-125.88000,49.12000,0.00000,8.017418E-02,7.990936E-02,7.945564E-02,7.860073E-02,7.716930E-02,7.496931E-02,7.189361E-02,6.794389E-02,6.313884E-02,5.769625E-02,5.186649E-02,4.554617E-02,3.892884E-02,3.176192E-02,2.408512E-02,1.638881E-02,9.714473E-03,4.856875E-03,2.030775E-03,6.793305E-04,3.733553E-04
-125.24000,50.02000,0.00000,7.608914E-02,7.573031E-02,7.511982E-02,7.398616E-02,7.212880E-02,6.934937E-02,6.555973E-02,6.074732E-02,5.478745E-02,4.765829E-02,3.944127E-02,3.015189E-02,2.099044E-02,1.294567E-02,6.911169E-03,3.102676E-03,1.152850E-03,3.453593E-04,8.406002E-05,1.572996E-05,6.492775E-06
-124.80000,49.23300,0.00000,8.017962E-02,7.993946E-02,7.953325E-02,7.877762E-02,7.752834E-02,7.562836E-02,7.298703E-02,6.958298E-02,6.535173E-02,6.029138E-02,5.430223E-02,4.687142E-02,3.815018E-02,2.845707E-02,1.891155E-02,1.084770E-02,5.258245E-03,2.097019E-03,6.885509E-04,1.774227E-04,8.572645E-05
-123.93000,49.17000,0.00000,8.040939E-02,8.018735E-02,7.981253E-02,7.911755E-02,7.797259E-02,7.623379E-02,7.380196E-02,7.059339E-02,6.638345E-02,6.089182E-02,5.377372E-02,4.450591E-02,3.387766E-02,2.304783E-02,1.366817E-02,6.863894E-03,2.869324E-03,9.732030E-04,2.692291E-04,5.768436E-05,2.544378E-05
