#,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.7.1', start_date='2019-12-11T10:58:09', checksum=4266724875, kind='mean', investigation_time=50.0, imt='SA(1.0)'"
lon,lat,depth,poe-0.0030000,poe-0.0050000,poe-0.0070000,poe-0.0098000,poe-0.0137000,poe-0.0192000,poe-0.0269000,poe-0.0376000,poe-0.0527000,poe-0.0738000,poe-0.1030000,poe-0.1450000,poe-0.2030000,poe-0.2840000,poe-0.3970000,poe-0.5560000,poe-0.7780000,poe-1.0900000,poe-1.5200000,poe-2.1300000,poe-2.5000000
-123.40000,48.65000,0.00000,8.212403E-02,8.205806E-02,8.188439E-02,8.145475E-02,8.059438E-02,7.913352E-02,7.699883E-02,7.419260E-02,7.060151E-02,6.595067E-02,5.962035E-02,5.048614E-02,3.876580E-02,2.585405E-02,1.443239E-02,6.505080E-03,2.329214E-03,6.481838E-04,1.424510E-04,2.347773E-05,9.063003E-06
-123.37000,48.43000,0.00000,8.263514E-02,8.257657E-02,8.242241E-02,8.204066E-02,8.127466E-02,7.997044E-02,7.806000E-02,7.555193E-02,7.238011E-02,6.837565E-02,6.304076E-02,5.523881E-02,4.463619E-02,3.188203E-02,1.934937E-02,9.597258E-03,3.811297E-03,1.183291E-03,2.908017E-04,5.385238E-05,2.199996E-05
-123.15000,49.70000,0.00000,7.775218E-02,7.766015E-02,7.740634E-02,7.675399E-02,7.539887E-02,7.299940E-02,6.926420E-02,6.383777E-02,5.604663E-02,4.554414E-02,3.308684E-02,2.033738E-02,1.039381E-02,4.280329E-03,1.396158E-03,3.523935E-04,6.886693E-05,1.022630E-05,1.180519E-06,8.818539E-08,1.632905E-08
-123.12000,49.25000,0.00000,7.978185E-02,7.970124E-02,7.948443E-02,7.893795E-02,7.782327E-02,7.589109E-02,7.297319E-02,6.888217E-02,6.307930E-02,5.487163E-02,4.396012E-02,3.081343E-02,1.838795E-02,9.008119E-03,3.539605E-03,1.087025E-03,2.599998E-04,4.755534E-05,6.825854E-06,7.116972E-07,2.123345E-07
-122.32900,49.05200,0.00000,8.023097E-02,8.014338E-02,7.991296E-02,7.934182E-02,7.818802E-02,7.617526E-02,7.302006E-02,6.826000E-02,6.098372E-02,5.050698E-02,3.739584E-02,2.342249E-02,1.218229E-02,5.100697E-03,1.690304E-03,4.332993E-04,8.597971E-05,1.296554E-05,1.521654E-06,1.176170E-07,2.346825E-08
-121.95000,49.16700,0.00000,7.932996E-02,7.923809E-02,7.899273E-02,7.837361E-02,7.708900E-02,7.474668E-02,7.083425E-02,6.459778E-02,5.506440E-02,4.229972E-02,2.823389E-02,1.548040E-02,6.920831E-03,2.456503E-03,6.837510E-04,1.460724E-04,2.403733E-05,2.981074E-06,2.760275E-07,7.549271E-09,0.000000E+00
-120.32000,50.67000,0.00000,6.567822E-02,6.535041E-02,6.433944E-02,6.152948E-02,5.549119E-02,4.529370E-02,3.210166E-02,1.909750E-02,9.177440E-03,3.507182E-03,1.062486E-03,2.404542E-04,4.274132E-05,5.817668E-06,5.914123E-07,3.185977E-08,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-119.58000,49.50000,0.00000,7.177398E-02,7.156399E-02,7.089357E-02,6.891244E-02,6.426973E-02,5.552997E-02,4.270169E-02,2.816330E-02,1.528429E-02,6.677909E-03,2.329536E-03,6.130604E-04,1.269977E-04,2.024055E-05,2.460560E-06,2.088989E-07,2.821300E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-119.48000,49.88000,0.00000,6.863587E-02,6.833681E-02,6.738555E-02,6.467082E-02,5.869113E-02,4.835475E-02,3.468398E-02,2.092060E-02,1.020664E-02,3.962279E-03,1.219599E-03,2.806199E-04,5.071221E-05,7.021019E-06,7.287869E-07,4.239199E-08,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-114.08000,51.05000,0.00000,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
