-122.329,49.052,Abbotsford
-125.24,50.02,Campbell River
-121.95,49.167,Chilliwack
-120.32,50.67,Kamloops
-119.48,49.88,Kelowna
-132.1,54.02,Masset
-123.93,49.17,Nanaimo
-119.58,49.5,Penticton
-124.8,49.233,Port Alberni
-127.42,50.7,Port Hardy
-130.32,54.32,Prince Rupert
-123.4,48.65,Sidney
-123.15,49.7,Squamish
-125.88,49.12,Tofino
-123.12,49.25,Vancouver (city hall)
-123.37,48.43,Victoria
-131.82,53.25,Sandspit
-128.65,54.07,Kitimat
-114.08,51.05,Calgary
-113.47,53.55,Edmonton
