-104.62,50.450,Regina
-97.150,49.890,Winnipeg
-89.320,48.400,Thunder Bay
-83.020,42.300,Windsor
-81.000,46.500,Sudbury
-79.380,43.650,Toronto (city hall)
-75.910,45.310,Ottawa (Kanata)
-73.554,45.509,Montr�al (city hall)
-71.230,46.800,Qu�bec City
-69.530,47.830,Rivi�re-du-Loup
-66.650,45.950,Fredericton
-63.600,44.650,Halifax
-63.133,46.233,Charlottetown
-52.720,47.570,St. John's
