#,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.7.1', start_date='2019-12-11T11:00:18', checksum=2698779250, kind='mean', investigation_time=50.0, imt='SA(1.0)'"
lon,lat,depth,poe-0.0030000,poe-0.0050000,poe-0.0070000,poe-0.0098000,poe-0.0137000,poe-0.0192000,poe-0.0269000,poe-0.0376000,poe-0.0527000,poe-0.0738000,poe-0.1030000,poe-0.1450000,poe-0.2030000,poe-0.2840000,poe-0.3970000,poe-0.5560000,poe-0.7780000,poe-1.0900000,poe-1.5200000,poe-2.1300000,poe-2.5000000
-123.40000,48.65000,0.00000,8.439819E-02,8.438335E-02,8.434371E-02,8.424351E-02,8.403613E-02,8.366729E-02,8.309343E-02,8.226258E-02,8.098572E-02,7.872177E-02,7.429524E-02,6.574855E-02,5.251604E-02,3.620062E-02,2.073688E-02,9.527572E-03,3.457691E-03,9.711983E-04,2.147836E-04,3.555699E-05,1.374951E-05
-123.37000,48.43000,0.00000,8.439899E-02,8.439004E-02,8.436390E-02,8.429292E-02,8.413658E-02,8.384398E-02,8.337266E-02,8.268594E-02,8.167212E-02,7.999127E-02,7.676449E-02,7.019316E-02,5.901758E-02,4.363231E-02,2.722755E-02,1.379406E-02,5.561475E-03,1.744828E-03,4.318112E-04,8.034939E-05,3.288133E-05
-123.15000,49.70000,0.00000,8.371115E-02,8.366957E-02,8.356543E-02,8.331677E-02,8.282307E-02,8.193149E-02,8.033323E-02,7.728601E-02,7.131829E-02,6.096901E-02,4.640142E-02,2.971611E-02,1.569398E-02,6.631602E-03,2.206646E-03,5.657792E-04,1.119677E-04,1.680435E-05,1.960682E-06,1.496828E-07,2.844741E-08
-123.12000,49.25000,0.00000,8.406544E-02,8.403831E-02,8.396782E-02,8.379444E-02,8.344519E-02,8.282897E-02,8.180890E-02,8.002517E-02,7.651667E-02,6.972839E-02,5.842715E-02,4.267399E-02,2.633835E-02,1.324963E-02,5.311772E-03,1.656029E-03,4.006017E-04,7.391715E-05,1.068598E-05,1.123369E-06,3.372217E-07
-122.32900,49.05200,0.00000,8.413152E-02,8.410376E-02,8.403265E-02,8.385821E-02,8.349942E-02,8.281703E-02,8.149844E-02,7.877693E-02,7.312796E-02,6.297149E-02,4.833270E-02,3.125642E-02,1.667803E-02,7.122287E-03,2.395249E-03,6.207480E-04,1.241687E-04,1.883921E-05,2.223899E-06,1.739062E-07,3.466782E-08
-121.95000,49.16700,0.00000,8.399838E-02,8.396520E-02,8.387966E-02,8.366617E-02,8.320387E-02,8.222555E-02,8.009709E-02,7.555892E-02,6.682763E-02,5.320264E-02,3.665379E-02,2.065204E-02,9.431528E-03,3.402594E-03,9.587621E-04,2.067370E-04,3.426299E-05,4.275697E-06,3.997339E-07,1.089233E-08,0.000000E+00
-120.32000,50.67000,0.00000,8.012129E-02,7.982402E-02,7.884130E-02,7.593499E-02,6.931938E-02,5.755186E-02,4.161479E-02,2.527158E-02,1.238306E-02,4.813535E-03,1.479283E-03,3.389368E-04,6.086496E-05,8.358757E-06,8.593803E-07,4.774657E-08,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-119.58000,49.50000,0.00000,8.221798E-02,8.206107E-02,8.151350E-02,7.974783E-02,7.525346E-02,6.615423E-02,5.195448E-02,3.503318E-02,1.942069E-02,8.644575E-03,3.062458E-03,8.164291E-04,1.708832E-04,2.746735E-05,3.365616E-06,2.899926E-07,3.888160E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-119.48000,49.88000,0.00000,8.122198E-02,8.094284E-02,8.000837E-02,7.721090E-02,7.075994E-02,5.912589E-02,4.313743E-02,2.648810E-02,1.314699E-02,5.182414E-03,1.616084E-03,3.760902E-04,6.861083E-05,9.577697E-06,1.004036E-06,6.008145E-08,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-114.08000,51.05000,0.00000,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
