# mean, investigation_time=50.0,imt=SA(2.0)
lon,lat,0.001:float32,0.003:float32,0.005:float32,0.007:float32,0.0098:float32,0.0137:float32,0.0192:float32,0.0269:float32,0.0376:float32,0.0527:float32,0.0738:float32,0.103:float32,0.145:float32,0.203:float32,0.284:float32,0.397:float32,0.556:float32,0.778:float32,1.09:float32,1.52:float32,2.13:float32,2.5:float32
-132.10001,54.02000,1.000000E+00,9.999907E-01,9.996236E-01,9.975145E-01,9.886649E-01,9.631747E-01,9.095700E-01,8.228970E-01,7.054855E-01,5.611604E-01,4.041719E-01,2.575378E-01,1.389549E-01,6.380267E-02,2.445435E-02,7.776075E-03,2.025589E-03,4.384877E-04,7.940867E-05,1.285992E-05,1.850415E-06,7.245521E-07
-132.08000,53.26000,1.000000E+00,9.999995E-01,9.999434E-01,9.993953E-01,9.961818E-01,9.845639E-01,9.558170E-01,9.037309E-01,8.279279E-01,7.289132E-01,6.088901E-01,4.726111E-01,3.267644E-01,1.976891E-01,1.015480E-01,4.347301E-02,1.517697E-02,4.310938E-03,9.798805E-04,1.820545E-04,2.605355E-05,9.466808E-06
-131.82001,53.25000,1.000000E+00,9.999990E-01,9.999011E-01,9.990423E-01,9.943964E-01,9.786274E-01,9.416823E-01,8.780015E-01,7.892384E-01,6.772702E-01,5.461777E-01,4.044432E-01,2.631052E-01,1.484671E-01,7.072317E-02,2.800182E-02,9.029852E-03,2.370551E-03,4.985380E-04,8.606334E-05,1.150283E-05,4.056519E-06
-130.32001,54.32000,9.999999E-01,9.994802E-01,9.935433E-01,9.756583E-01,9.296958E-01,8.418171E-01,7.080612E-01,5.420737E-01,3.709195E-01,2.213446E-01,1.139391E-01,5.025640E-02,1.812168E-02,5.513236E-03,1.400171E-03,3.033325E-04,5.877022E-05,1.150011E-05,2.458262E-06,5.684802E-07,1.242854E-07,5.771385E-08
-128.64999,54.07000,9.999964E-01,9.970918E-01,9.764806E-01,9.304328E-01,8.381239E-01,6.972645E-01,5.242963E-01,3.516125E-01,2.086117E-01,1.072364E-01,4.730283E-02,1.782786E-02,5.499844E-03,1.477575E-03,3.595838E-04,8.833736E-05,2.394643E-05,7.072631E-06,2.032689E-06,5.393911E-07,1.211009E-07,5.624886E-08
-127.42000,50.70000,1.000000E+00,9.999997E-01,9.998983E-01,9.983602E-01,9.865073E-01,9.387383E-01,8.281332E-01,6.674784E-01,4.999079E-01,3.533845E-01,2.377129E-01,1.508290E-01,8.658008E-02,4.474642E-02,2.016535E-02,7.749618E-03,2.467026E-03,6.454069E-04,1.359653E-04,2.364948E-05,3.225801E-06,1.159880E-06
-125.88000,49.12000,1.000000E+00,9.999924E-01,9.991092E-01,9.913097E-01,9.525543E-01,8.470353E-01,6.746390E-01,4.900751E-01,3.429587E-01,2.420512E-01,1.774064E-01,1.350895E-01,1.039646E-01,7.918426E-02,5.692734E-02,3.686408E-02,2.053176E-02,9.559001E-03,3.613953E-03,1.113267E-03,2.666225E-04,1.241680E-04
-125.24000,50.02000,1.000000E+00,9.999254E-01,9.962937E-01,9.760158E-01,9.069362E-01,7.690321E-01,5.892204E-01,4.208499E-01,2.929172E-01,2.030713E-01,1.408956E-01,9.593569E-02,6.096057E-02,3.545620E-02,1.816682E-02,7.984685E-03,2.921384E-03,8.815179E-04,2.157540E-04,4.414994E-05,7.341998E-06,2.960796E-06
-124.80000,49.23300,1.000000E+00,9.999605E-01,9.979063E-01,9.856129E-01,9.405203E-01,8.413965E-01,6.947848E-01,5.347885E-01,3.917521E-01,2.767506E-01,1.923393E-01,1.334518E-01,9.083515E-02,5.989280E-02,3.641041E-02,1.952711E-02,8.854019E-03,3.320828E-03,1.003121E-03,2.464696E-04,4.680941E-05,1.952594E-05
-123.93000,49.17000,1.000000E+00,9.999211E-01,9.974666E-01,9.862054E-01,9.507945E-01,8.767542E-01,7.624778E-01,6.237510E-01,4.819999E-01,3.517918E-01,2.439984E-01,1.613223E-01,9.918118E-02,5.674133E-02,2.925659E-02,1.322137E-02,5.057169E-03,1.609908E-03,4.156769E-04,8.847504E-05,1.481947E-05,5.890783E-06
-123.40000,48.65000,1.000000E+00,9.999390E-01,9.983496E-01,9.914804E-01,9.696344E-01,9.205671E-01,8.354549E-01,7.168595E-01,5.783187E-01,4.357758E-01,3.075076E-01,2.042364E-01,1.253123E-01,7.163706E-02,3.717767E-02,1.708054E-02,6.712640E-03,2.217158E-03,5.996529E-04,1.348670E-04,2.413796E-05,9.940461E-06
-123.37000,48.43000,1.000000E+00,9.999421E-01,9.984629E-01,9.921057E-01,9.718238E-01,9.257537E-01,8.443977E-01,7.286057E-01,5.906191E-01,4.466463E-01,3.165081E-01,2.122274E-01,1.330613E-01,7.891519E-02,4.309237E-02,2.102936E-02,8.823238E-03,3.113790E-03,8.981297E-04,2.139996E-04,4.014012E-05,1.679308E-05
-123.15000,49.70000,9.999996E-01,9.984586E-01,9.827845E-01,9.445065E-01,8.656996E-01,7.445101E-01,5.954334E-01,4.443508E-01,3.122690E-01,2.067973E-01,1.296924E-01,7.682601E-02,4.145247E-02,2.042247E-02,8.897475E-03,3.356033E-03,1.072420E-03,2.937629E-04,7.003822E-05,1.548677E-05,3.119186E-06,1.422019E-06
-123.12000,49.25000,9.999999E-01,9.995633E-01,9.933244E-01,9.743787E-01,9.279093E-01,8.438005E-01,7.228910E-01,5.806470E-01,4.378167E-01,3.087471E-01,2.040243E-01,1.261075E-01,7.061730E-02,3.598791E-02,1.622548E-02,6.338196E-03,2.087150E-03,5.776329E-04,1.335153E-04,2.705006E-05,4.752558E-06,2.015100E-06
-122.32900,49.05200,9.999980E-01,9.982441E-01,9.853102E-01,9.569242E-01,8.988054E-01,8.038809E-01,6.744843E-01,5.269182E-01,3.830436E-01,2.580724E-01,1.619882E-01,9.499841E-02,5.051671E-02,2.457891E-02,1.064150E-02,4.026432E-03,1.306196E-03,3.681559E-04,9.141894E-05,2.113038E-05,4.418797E-06,2.040348E-06
-121.95000,49.16700,9.999865E-01,9.947687E-01,9.686568E-01,9.225727E-01,8.410921E-01,7.228009E-01,5.771180E-01,4.260552E-01,2.918687E-01,1.855126E-01,1.105179E-01,6.203019E-02,3.175252E-02,1.492606E-02,6.238653E-03,2.278312E-03,7.184395E-04,2.008916E-04,5.101814E-05,1.234647E-05,2.716167E-06,1.275801E-06
-120.32000,50.67000,9.894021E-01,8.263074E-01,6.284109E-01,4.738565E-01,3.285957E-01,2.126791E-01,1.307243E-01,7.811600E-02,4.565003E-02,2.539199E-02,1.306354E-02,6.012582E-03,2.321664E-03,7.729221E-04,2.256204E-04,6.221252E-05,1.742545E-05,5.070332E-06,1.419053E-06,3.670854E-07,8.139014E-08,3.758550E-08
-119.58000,49.50000,9.958411E-01,8.848521E-01,7.121207E-01,5.585479E-01,4.005566E-01,2.649422E-01,1.642434E-01,9.832134E-02,5.785337E-02,3.288431E-02,1.761758E-02,8.586844E-03,3.548232E-03,1.251571E-03,3.725238E-04,9.727883E-05,2.388577E-05,6.033594E-06,1.547941E-06,3.828072E-07,8.427878E-08,3.892501E-08
-119.48000,49.88000,9.929867E-01,8.514873E-01,6.590328E-01,5.011064E-01,3.485398E-01,2.248331E-01,1.370209E-01,8.106513E-02,4.703001E-02,2.609198E-02,1.345009E-02,6.221524E-03,2.417152E-03,8.081026E-04,2.355340E-04,6.426632E-05,1.770181E-05,5.079864E-06,1.411517E-06,3.638003E-07,8.063596E-08,3.723235E-08
-114.08000,51.05000,7.760679E-01,4.551206E-01,2.947805E-01,2.031047E-01,1.297524E-01,7.705156E-02,4.255142E-02,2.224122E-02,1.124123E-02,5.525999E-03,2.691110E-03,1.309830E-03,6.181161E-04,2.887083E-04,1.301576E-04,5.566105E-05,2.198086E-05,7.913463E-06,2.530802E-06,7.223754E-07,1.748529E-07,8.435869E-08
-113.47000,53.55000,3.979813E-01,1.725887E-01,9.900957E-02,6.345969E-02,3.788576E-02,2.107517E-02,1.089833E-02,5.341441E-03,2.554775E-03,1.214242E-03,5.910638E-04,2.972884E-04,1.486258E-04,7.427640E-05,3.589300E-05,1.641409E-05,6.903104E-06,2.626640E-06,8.776943E-07,2.574355E-07,6.274526E-08,3.011432E-08
