# mean, investigation_time=50.0,imt=SA(0.2)
lon,lat,0.001:float32,0.003:float32,0.005:float32,0.007:float32,0.0098:float32,0.0137:float32,0.0192:float32,0.0269:float32,0.0376:float32,0.0527:float32,0.0738:float32,0.103:float32,0.145:float32,0.203:float32,0.284:float32,0.397:float32,0.556:float32,0.778:float32,1.09:float32,1.52:float32,2.13:float32,2.5:float32
-123.40000,48.65000,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999995E-01,9.999952E-01,9.999539E-01,9.995953E-01,9.972010E-01,9.858774E-01,9.505507E-01,8.757777E-01,7.531856E-01,5.981866E-01,4.320908E-01,2.803879E-01,1.604734E-01,8.011709E-02,3.432393E-02,1.276979E-02,4.003603E-03,2.181873E-03
-123.37000,48.43000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999997E-01,9.999971E-01,9.999692E-01,9.997011E-01,9.977843E-01,9.882401E-01,9.571507E-01,8.888454E-01,7.733700E-01,6.239083E-01,4.604200E-01,3.072840E-01,1.818525E-01,9.394147E-02,4.144093E-02,1.571666E-02,4.968531E-03,2.709868E-03
-123.15000,49.70000,1.000000E+00,1.000000E+00,9.999982E-01,9.999729E-01,9.997125E-01,9.978967E-01,9.892358E-01,9.613392E-01,8.987186E-01,7.922402E-01,6.499502E-01,4.931051E-01,3.400549E-01,2.157209E-01,1.254039E-01,6.711631E-02,3.317175E-02,1.534583E-02,6.597424E-03,2.630829E-03,9.184258E-04,5.285524E-04
-123.12000,49.25000,1.000000E+00,1.000000E+00,9.999999E-01,9.999989E-01,9.999868E-01,9.998768E-01,9.990630E-01,9.946076E-01,9.775006E-01,9.306940E-01,8.395512E-01,7.058057E-01,5.409096E-01,3.774498E-01,2.375158E-01,1.344321E-01,6.803023E-02,3.093422E-02,1.253768E-02,4.568794E-03,1.431926E-03,7.824989E-04
-122.32900,49.05200,1.000000E+00,1.000000E+00,9.999998E-01,9.999982E-01,9.999795E-01,9.997996E-01,9.984858E-01,9.918361E-01,9.689785E-01,9.124523E-01,8.092616E-01,6.630179E-01,4.889151E-01,3.252032E-01,1.942879E-01,1.048786E-01,5.139206E-02,2.322836E-02,9.665413E-03,3.726176E-03,1.263184E-03,7.188541E-04
-121.95000,49.16700,1.000000E+00,9.999999E-01,9.999987E-01,9.999838E-01,9.998277E-01,9.986579E-01,9.925751E-01,9.711952E-01,9.185696E-01,8.199003E-01,6.762720E-01,5.090783E-01,3.428052E-01,2.097118E-01,1.169589E-01,6.038155E-02,2.920924E-02,1.346123E-02,5.843178E-03,2.365742E-03,8.377835E-04,4.846744E-04
-120.32000,50.67000,9.999422E-01,9.815810E-01,9.150636E-01,8.249213E-01,6.993806E-01,5.552806E-01,4.119335E-01,2.876343E-01,1.911866E-01,1.212080E-01,7.424106E-02,4.458678E-02,2.596975E-02,1.498802E-02,8.444978E-03,4.597282E-03,2.372063E-03,1.145192E-03,5.036105E-04,1.998707E-04,6.778664E-05,3.825119E-05
-119.58000,49.50000,9.999974E-01,9.954761E-01,9.651122E-01,9.078153E-01,8.078147E-01,6.710845E-01,5.162687E-01,3.688905E-01,2.472470E-01,1.560604E-01,9.405845E-02,5.491071E-02,3.080445E-02,1.713076E-02,9.341783E-03,4.947043E-03,2.496338E-03,1.185752E-03,5.158489E-04,2.033975E-04,6.871223E-05,3.872363E-05
-119.48000,49.88000,9.999792E-01,9.871310E-01,9.301564E-01,8.451158E-01,7.199765E-01,5.714624E-01,4.214526E-01,2.912381E-01,1.911569E-01,1.196911E-01,7.257034E-02,4.331184E-02,2.519882E-02,1.459713E-02,8.276286E-03,4.534245E-03,2.351443E-03,1.139003E-03,5.017725E-04,1.992553E-04,6.755903E-05,3.810876E-05
-114.08000,51.05000,9.699590E-01,8.686725E-01,7.694696E-01,6.837686E-01,5.860665E-01,4.832641E-01,3.815313E-01,2.884033E-01,2.089847E-01,1.443366E-01,9.528811E-02,6.033476E-02,3.598199E-02,2.061674E-02,1.125602E-02,5.844750E-03,2.862316E-03,1.324779E-03,5.734120E-04,2.334217E-04,8.562840E-05,5.118124E-05
-113.47000,53.55000,7.751763E-01,5.912464E-01,4.749807E-01,3.929512E-01,3.118809E-01,2.369909E-01,1.715394E-01,1.185935E-01,7.872976E-02,5.009424E-02,3.086848E-02,1.862588E-02,1.087718E-02,6.314878E-03,3.617490E-03,2.033033E-03,1.103416E-03,5.729463E-04,2.789103E-04,1.268869E-04,5.173164E-05,3.242207E-05
