# mean, investigation_time=50.0,imt=SA(0.2)
lon,lat,0.001:float32,0.003:float32,0.005:float32,0.007:float32,0.0098:float32,0.0137:float32,0.0192:float32,0.0269:float32,0.0376:float32,0.0527:float32,0.0738:float32,0.103:float32,0.145:float32,0.203:float32,0.284:float32,0.397:float32,0.556:float32,0.778:float32,1.09:float32,1.52:float32,2.13:float32,2.5:float32
-132.10001,54.02000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999976E-01,9.999380E-01,9.993024E-01,9.957713E-01,9.826316E-01,9.464304E-01,8.702731E-01,7.386212E-01,5.625966E-01,3.708259E-01,2.055154E-01,9.360695E-02,3.542235E-02,1.156894E-02,3.603555E-03,1.097429E-03,6.215030E-04
-132.08000,53.26000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999989E-01,9.999722E-01,9.996715E-01,9.978667E-01,9.910324E-01,9.717952E-01,9.263965E-01,8.443848E-01,7.226920E-01,5.688657E-01,3.978056E-01,2.374024E-01,1.152180E-01,4.446974E-02,1.291688E-02,6.505128E-03
-131.82001,53.25000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999956E-01,9.999074E-01,9.991170E-01,9.952047E-01,9.822232E-01,9.492102E-01,8.799115E-01,7.694556E-01,6.224045E-01,4.535268E-01,2.857033E-01,1.496856E-01,6.253292E-02,2.068234E-02,5.216992E-03,2.496091E-03
-130.32001,54.32000,1.000000E+00,1.000000E+00,9.999989E-01,9.999591E-01,9.993169E-01,9.942793E-01,9.718481E-01,9.097699E-01,7.916049E-01,6.196943E-01,4.253302E-01,2.521378E-01,1.244978E-01,5.259003E-02,1.977007E-02,7.385063E-03,3.007146E-03,1.332571E-03,5.895995E-04,2.473481E-04,9.226719E-05,5.530775E-05
-128.64999,54.07000,1.000000E+00,9.999685E-01,9.987329E-01,9.926513E-01,9.703942E-01,9.123065E-01,8.000528E-01,6.377907E-01,4.555055E-01,2.878430E-01,1.609162E-01,8.054153E-02,3.685098E-02,1.732333E-02,8.712900E-03,4.593413E-03,2.404767E-03,1.207765E-03,5.628784E-04,2.412944E-04,9.099802E-05,5.474683E-05
-127.42000,50.70000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999960E-01,9.997494E-01,9.959543E-01,9.735371E-01,9.072800E-01,7.846215E-01,6.104764E-01,4.218850E-01,2.535203E-01,1.308588E-01,5.727158E-02,2.138675E-02,6.830809E-03,1.942622E-03,4.880172E-04,2.465102E-04
-125.88000,49.12000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999858E-01,9.994118E-01,9.923397E-01,9.559233E-01,8.561971E-01,6.938821E-01,5.161471E-01,3.620090E-01,2.526706E-01,1.791941E-01,1.304268E-01,9.562178E-02,6.711715E-02,4.176870E-02,2.177942E-02,8.876676E-03,5.276976E-03
-125.24000,50.02000,1.000000E+00,1.000000E+00,1.000000E+00,9.999995E-01,9.999651E-01,9.991944E-01,9.919946E-01,9.589007E-01,8.733180E-01,7.298241E-01,5.608656E-01,4.052656E-01,2.763447E-01,1.804304E-01,1.103441E-01,6.190702E-02,3.130215E-02,1.440817E-02,6.142881E-03,2.510651E-03,9.480772E-04,5.778204E-04
-124.80000,49.23300,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999925E-01,9.998323E-01,9.980223E-01,9.870086E-01,9.488673E-01,8.643730E-01,7.348061E-01,5.827388E-01,4.296338E-01,3.017734E-01,2.033056E-01,1.305418E-01,7.715449E-02,4.029555E-02,1.776936E-02,6.570640E-03,1.985335E-03,1.063103E-03
-123.93000,49.17000,1.000000E+00,1.000000E+00,1.000000E+00,9.999996E-01,9.999934E-01,9.999237E-01,9.993693E-01,9.962010E-01,9.832833E-01,9.451910E-01,8.660437E-01,7.454133E-01,5.933362E-01,4.373639E-01,2.952159E-01,1.802304E-01,9.735271E-02,4.590772E-02,1.857755E-02,6.563545E-03,1.987433E-03,1.079402E-03
-123.40000,48.65000,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999995E-01,9.999942E-01,9.999414E-01,9.994839E-01,9.965256E-01,9.831338E-01,9.432187E-01,8.623394E-01,7.349593E-01,5.791856E-01,4.161992E-01,2.695002E-01,1.543515E-01,7.734143E-02,3.342828E-02,1.269383E-02,4.168875E-03,2.357547E-03
-123.37000,48.43000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999997E-01,9.999964E-01,9.999593E-01,9.996083E-01,9.971984E-01,9.857883E-01,9.504066E-01,8.760673E-01,7.553161E-01,6.041788E-01,4.430512E-01,2.948021E-01,1.746064E-01,9.065069E-02,4.043081E-02,1.568146E-02,5.200367E-03,2.945436E-03
-123.15000,49.70000,1.000000E+00,1.000000E+00,9.999987E-01,9.999774E-01,9.997254E-01,9.978068E-01,9.882182E-01,9.569917E-01,8.879780E-01,7.742184E-01,6.275181E-01,4.708857E-01,3.217697E-01,2.026538E-01,1.170591E-01,6.230136E-02,3.071902E-02,1.429393E-02,6.269613E-03,2.602979E-03,9.757711E-04,5.894845E-04
-123.12000,49.25000,1.000000E+00,1.000000E+00,9.999999E-01,9.999989E-01,9.999857E-01,9.998530E-01,9.988409E-01,9.933794E-01,9.732347E-01,9.207627E-01,8.233434E-01,6.860614E-01,5.219514E-01,3.624641E-01,2.273293E-01,1.282741E-01,6.472146E-02,2.940964E-02,1.199822E-02,4.467070E-03,1.471459E-03,8.360349E-04
-122.32900,49.05200,1.000000E+00,1.000000E+00,9.999998E-01,9.999977E-01,9.999714E-01,9.997087E-01,9.978151E-01,9.886982E-01,9.595034E-01,8.927328E-01,7.795480E-01,6.287151E-01,4.572499E-01,3.009945E-01,1.784976E-01,9.592690E-02,4.700736E-02,2.141836E-02,9.103297E-03,3.654692E-03,1.330563E-03,7.950963E-04
